Heart To Hang Onto,Anthology,Pete Townshend,267.0ø
Moving Cities (Album Version),Moving Cities,Faze Action,385.9ø
Mas (Album Version),Moving Cities,Faze Action,357.6ø
Kariba (Album Version),Moving Cities,Faze Action,314.1ø
Isis (Album Version),Moving Cities,Faze Action,339.8ø
In The Trees (Album Version),Moving Cities,Faze Action,469.6ø
Horizons (Album Version),Moving Cities,Faze Action,307.6ø
Heartbeat (Album Version),Moving Cities,Faze Action,346.2ø
Got A Find A Way (Album Version),Moving Cities,Faze Action,348.0ø
Simple Things,Imaginary Window,Cast,235.5ø
Moving Universe,Imaginary Window,Cast,525.8ø
Dawn,Imaginary Window,Cast,306.1ø
Cotton Dreams,Imaginary Window,Cast,392.5ø
Alter Ego,Imaginary Window,Cast,278.4ø
Slow,End Of Days,Professional Murder Music,238.2ø
Willie Mae Blues,Just A Dream,Big Bill Broonzy,154.0ø
Glory Of Love,Big Blues,Big Bill Broonzy,160.2ø
Favela,Lado B Lado A,O Rappa,201.2ø
A Todas As Comunidades Do Engenho Novo,Lado B Lado A,O Rappa,378.2ø
Winter 22,In dust 3,Ecstasy Of St. Theresa,316.8ø
Noises of silence,In dust 3,Ecstasy Of St. Theresa,392.9ø
Neon,In dust 3,Ecstasy Of St. Theresa,186.9ø
Just a fade,In dust 3,Ecstasy Of St. Theresa,240.7ø
Ikarie XB1,In dust 3,Ecstasy Of St. Theresa,277.8ø
Hunted by demons,In dust 3,Ecstasy Of St. Theresa,427.0ø
Go !!!,In dust 3,Ecstasy Of St. Theresa,153.5ø
Dump it,In dust 3,Ecstasy Of St. Theresa,341.3ø
Danger,In dust 3,Ecstasy Of St. Theresa,289.0ø
1+1=11,In dust 3,Ecstasy Of St. Theresa,341.6ø
Sea Of Dub,The Heptones Dub Dictionary: The Backbone Inside Studio One Catalogue,The Heptones,131.7ø
Nine Pound Of Dub,The Heptones Dub Dictionary: The Backbone Inside Studio One Catalogue,The Heptones,126.5ø
Country Boy Dub Town Girl,The Heptones Dub Dictionary: The Backbone Inside Studio One Catalogue,The Heptones,155.1ø
Virtual Loser,Pucker Up!,Teen Idols,71.6ø
Test Tube Teens,Pucker Up!,Teen Idols,127.2ø
Skinflynt,Pucker Up!,Teen Idols,103.3ø
She's A Poser,Pucker Up!,Teen Idols,100.6ø
Outta Style,Four On the Floor,Teen Idols,139.2ø
Now And Then,Pucker Up!,Teen Idols,111.0ø
Monsters Walk the Earth,Four On the Floor,Teen Idols,108.6ø
Just Friends,Four On the Floor,Teen Idols,120.3ø
Insanity Plea,Pucker Up!,Teen Idols,83.8ø
Historian,Pucker Up!,Teen Idols,117.1ø
Go Away,Four On the Floor,Teen Idols,90.0ø
Cyncial Fool,Pucker Up!,Teen Idols,95.6ø
Been So Far,Pucker Up!,Teen Idols,103.5ø
20 Below,Pucker Up!,Teen Idols,163.3ø
Won't Let You Down,B.L.T,Robin Trower,262.5ø
Crossroads,Someday Blues,Robin Trower,208.7ø
Train 45,Muleskinner Blues: The Asch Recordings_ Vol. 2,Woody Guthrie,160.1ø
Muleskinner Blues,The Musical Grandfather & Father Of Bob Dylan (Digitally Remastered),Woody Guthrie & Jack Elliott,174.6ø
Jesse James,The Musical Grandfather & Father Of Bob Dylan (Digitally Remastered),Woody Guthrie & Jack Elliott,198.1ø
Voulez-Vous,Seul Ou presque,Patrick Bruel,252.6ø
Peur de Moi,Juste Avant,Patrick Bruel,254.9ø
Juste Avant,Juste Avant,Patrick Bruel,297.5ø
Elle Voulait Tout,S' Laisser Aimer,Patrick Bruel,298.2ø
Elie,Juste Avant,Patrick Bruel,271.8ø
Au Bout De La Marelle,Juste Avant,Patrick Bruel,257.2ø
The Future Is X-Rated,In A Coma - The Best of Matthew Good 1995 - 2005,Matthew Good Band,226.8ø
Strange Days,In A Coma - The Best of Matthew Good 1995 - 2005,Matthew Good Band,264.9ø
Load Me Up,In A Coma - The Best of Matthew Good 1995 - 2005,Matthew Good Band,222.6ø
Hello Time Bomb,In A Coma - The Best of Matthew Good 1995 - 2005,Matthew Good Band,236.3ø
Oggi Sono Io,it.pop,Alex Britti,229.0ø
La Corda Di Vetro,Waiting To Happen/36,Perturbazione,236.6ø
Fake B-Movie Star,Waiting To Happen/36,Perturbazione,201.9ø
Domenica Interno Notte,Waiting To Happen/36,Perturbazione,237.0ø
Dal Silenzio,Waiting To Happen/36,Perturbazione,174.6ø
We Can Let It Happen Tonight,Meet Me Where They Play The Blues,Maria Muldaur,245.6ø
The Promised Land,Meet Me Where They Play The Blues,Maria Muldaur,321.9ø
Soothe Me,Meet Me Where They Play The Blues,Maria Muldaur,261.1ø
Misery and the Blues,Meet Me Where They Play The Blues,Maria Muldaur,261.7ø
Meet Me Where They Play the Blues,Meet Me Where They Play The Blues,Maria Muldaur,227.8ø
It Feels Like Rain,Meet Me Where They Play The Blues,Maria Muldaur,411.0ø
It Ain't the Meat_ It's the Motion,Meet Me Where They Play The Blues,Maria Muldaur,175.8ø
I Wanna Be Loved,Meet Me Where They Play The Blues,Maria Muldaur,256.5ø
He Don't Have the Blues Anymore,Meet Me Where They Play The Blues,Maria Muldaur,335.3ø
Gee Baby_ Ain't I Good to You,Meet Me Where They Play The Blues,Maria Muldaur,263.6ø
Blues So Bad,Meet Me Where They Play The Blues,Maria Muldaur,214.1ø
All to Myself Alone,Meet Me Where They Play The Blues,Maria Muldaur,348.0ø
High And Lifted Up,I'm Amazed...Live,The Brooklyn Tabernacle Choir,202.6ø
The Pilgrim (Act III),20th Century Masters: The Millennium Collection: Best of Marty Stuart,Marty Stuart,364.4ø
Harlan County,HMV Bluegrass,Marty Stuart,97.4ø
Soy Tan Feliz,Momentos,La Mafia,217.8ø
Momentos,Momentos,La Mafia,181.5ø
Loco De Gusto,Momentos,La Mafia,175.5ø
Stupid Girl,The Road Back Home (best Of),The Flower Kings,280.9ø
Painter,Flowerpower,The Flower Kings,410.3ø
Just this once,Stardust we are,The Flower Kings,474.0ø
Hudson river sirens call 1998,Flowerpower,The Flower Kings,287.1ø
Ghost of the red cloud,The road back home (Best of),The Flower Kings,281.0ø
Different people,Stardust we are,The Flower Kings,379.9ø
Corruption,Flowerpower,The Flower Kings,354.8ø
Church Of Your Heart,Alive On Planet Earth,The Flower Kings,581.9ø
Turkish Revenge,Break It Up,Rocket From The Crypt,176.7ø
Lose Your Clown,All Systems Go 2,Rocket From The Crypt,138.9ø
Hot Heart,All Systems Go 2,Rocket From The Crypt,181.0ø
Good Life (Buena Vida) (Way Out West Vocal Mix),Good Life (Buena Vida),Inner City,401.6ø
Good Life (Buena Vida) (Tommy Onyx's Summer Fiesta Radio Mix),Good Life (Buena Vida),Inner City,238.4ø
Good Life (Buena Vida) (Tommy Onyx's Barcelona Mix),Good Life (Buena Vida),Inner City,527.0ø
Good Life (Buena Vida) (Tommy Onyx's '88 Revisited Mix),Good Life (Buena Vida),Inner City,285.5ø
Good Life (Buena Vida) (Stacey Pullen's Tribute To Body And Soul Mix),Good Life (Buena Vida),Inner City,404.1ø
Good Life (Buena Vida) (Carl Craig Mix),Good Life (Buena Vida),Inner City,557.4ø
Wild Wild West - Main Title,Great Composers: Elmer Bernstein,Elmer Bernstein,180.5ø
Trains_ Tanks And Frayer Ropes,Wild Wild West,Elmer Bernstein,244.3ø
The Ten Commandments,Hollywood - The Ten Commandments,Elmer Bernstein,339.1ø
The Cornfield,Wild Wild West,Elmer Bernstein,69.0ø
Loveless Plan,Wild Wild West,Elmer Bernstein,284.3ø
Lost In Yonkers - Beginnings,Great Composers: Elmer Bernstein,Elmer Bernstein,200.8ø
Goodbye Loveless,Wild Wild West,Elmer Bernstein,272.2ø
Buddy - Credits,Great Composers: Elmer Bernstein,Elmer Bernstein,227.2ø
A Rage in Harlem,A Rage in Harlem,Elmer Bernstein,124.5ø
Coming On Strong,20 Trance Classics,Signum,398.3ø
The Well,Traveller,Christy Moore,303.3ø
Rocky Road,Traveller,Christy Moore,308.8ø
Treasure,Blessed Be Your Name - The Hits,Tree63,236.4ø
Have Your Way,DoubleTake: Tree63,Tree63,197.5ø
The Gypsy Camp,Citizen of the World,David Arkenstone,259.6ø
Safe Passage,Citizen of the World,David Arkenstone,297.9ø
Moonflower,Citizen of the World,David Arkenstone,308.3ø
Forest Runners,Citizen of the World,David Arkenstone,355.0ø
Desert Crossing,Citizen of the World,David Arkenstone,320.5ø
Ceremony,Citizen of the World,David Arkenstone,384.5ø
What's On Your Mind (Pure Energy) (Remixed By Judson Leach & The Exhibition),InSoc Recombinant,Information Society,291.3ø
What's On Your Mind (Pure Energy) (Remixed By David J Of Love & Rockets),InSoc Recombinant,Information Society,290.7ø
What's On Your Mind (Pure Energy) (CKB Remix),InSoc Recombinant,Information Society,288.2ø
Walking Away (Leaether Strip Mix),InSoc Recombinant,Information Society,299.5ø
On The Outside (THC Mix),InSoc Recombinant,Information Society,255.3ø
Going Going Gone (Razed To Black Mix),InSoc Recombinant,Information Society,296.8ø
Ending World (Electric Hellfire Club Mix),InSoc Recombinant,Information Society,288.9ø
Closing In (Rosetta Stone Mix),InSoc Recombinant,Information Society,300.0ø
Wonder,Finders Keepers,Dynamite Boy,197.5ø
Trampoline,Finders Keepers,Dynamite Boy,207.9ø
Someone Forgot,Finders Keepers,Dynamite Boy,255.8ø
Knockout,Finders Keepers,Dynamite Boy,270.5ø
Julie H,Finders Keepers,Dynamite Boy,165.2ø
Johnnys War,Finders Keepers,Dynamite Boy,305.0ø
Hard Times,Finders Keepers,Dynamite Boy,198.8ø
Charmed,Finders Keepers,Dynamite Boy,188.2ø
Avondale,Finders Keepers,Dynamite Boy,175.3ø
29th And Rio Grande,Finders Keepers,Dynamite Boy,210.8ø
Universal Element,Neptunes Lair,Drexciya,115.7ø
Triangular Hydrogen Strain,Neptunes Lair,Drexciya,236.5ø
Surface Terrestial Colonization,Neptunes Lair,Drexciya,416.3ø
Species of the Pod,Neptunes Lair,Drexciya,233.2ø
Running out of Space,Neptunes Lair,Drexciya,113.7ø
Quantum Hydrodynamics,Neptunes Lair,Drexciya,76.9ø
Polymono Plexusgel,Neptunes Lair,Drexciya,188.6ø
Oxyplasmic Gyration Beam,Neptunes Lair,Drexciya,259.4ø
Organic Hydropoly Spores,Neptunes Lair,Drexciya,127.4ø
Lost Vessel,Neptunes Lair,Drexciya,351.8ø
Jazzy Fluids,Neptunes Lair,Drexciya,201.6ø
Fusion Flats,Neptunes Lair,Drexciya,83.9ø
Funk Release Valve,Neptunes Lair,Drexciya,186.9ø
Drifting Into A Time Of No Future,Neptunes Lair,Drexciya,212.3ø
Draining of the Tanks,Neptunes Lair,Drexciya,163.1ø
Devil Ray Cove,Neptunes Lair,Drexciya,169.1ø
Bottom Feeders,Neptunes Lair,Drexciya,205.1ø
Andreaen Sand Dunes,Neptunes Lair,Drexciya,375.6ø
You Are,Messages From the Hub,Jimpster,370.0ø
Weft 'n' Warp,Messages From the Hub,Jimpster,443.5ø
Static Dynamic,Messages From the Hub,Jimpster,423.6ø
Solar Plexus,Messages From the Hub,Jimpster,506.8ø
Shivering Sand,Messages From the Hub,Jimpster,435.2ø
Releasing Red Soul,Messages From the Hub,Jimpster,389.8ø
Maiden Voyage,Messages From the Hub,Jimpster,439.4ø
(What's Cooking in the Interlude),Messages From the Hub,Jimpster,78.8ø
Le Reste Du Temps,Double Tour,Francis Cabrel,211.4ø
Comme Eux,Double Tour,Francis Cabrel,253.0ø
Summertime,Level 6,DJ Bobo,213.3ø
Lies,Level 6,DJ Bobo,240.1ø
Indestructible,Level 6,DJ Bobo,209.6ø
I Feel It,The Ultimate Megamix 99,DJ Bobo,133.0ø
This Is But A Test,Insider,Ten Foot Pole,187.3ø
The Getaway,Insider,Ten Foot Pole,221.0ø
Still Knee Deep,Insider,Ten Foot Pole,152.5ø
Nothing To Lose,Insider,Ten Foot Pole,149.3ø
I Won't Complain Today,Insider,Ten Foot Pole,129.9ø
I Got Your Letter,Insider,Ten Foot Pole,196.6ø
Another Year Goes By,Insider,Ten Foot Pole,178.2ø
Another Half Apology,Insider,Ten Foot Pole,162.0ø
You're Gone (LP Version),Something In The Air,Lila Mccann,238.3ø
With You (Album Version),Something In The Air,Lila Mccann,212.3ø
When You Walked Into My Life (LP Version),Something In The Air,Lila Mccann,221.6ø
Something In The Air (LP Version),Something In The Air,Lila Mccann,254.7ø
Rhymes With (LP Version),Something In The Air,Lila Mccann,171.7ø
Kiss Me Now (Album Version),Something In The Air,Lila Mccann,242.7ø
I Will Be (Album Version),Something In The Air,Lila Mccann,239.7ø
I Reckon I Will (LP Version),Something In The Air,Lila Mccann,231.6ø
Hit By Love (LP Version),Something In The Air,Lila Mccann,238.2ø
Go Girl (LP Version),Something In The Air,Lila Mccann,258.3ø
Can You Hear Me (LP Version),Something In The Air,Lila Mccann,244.2ø
Child In Time,Progressive Rock Covers,Quidam,575.6ø
The Titans / The Chamber / The Door,Jason and the Argonauts,Bernard Herrmann_ Bernard Herrmann,172.4ø
Talos / The Boat / The Wreck,Jason and the Argonauts,Bernard Herrmann_ Bernard Herrmann,270.9ø
Where Were You Then?,February Son,Oleander,245.4ø
Never Again,February Son,Oleander,238.6ø
Lost Cause,February Son,Oleander,268.0ø
I Walk Alone,February Son,Oleander,249.8ø
How Could I?,February Son,Oleander,313.4ø
Boys Don't Cry,February Son,Oleander,194.3ø
Mambo De La Luna,Tropical Brainstorm,Kirsty MacColl,278.5ø
Secret Land '99 (Ultra Violet Radio Edit),Platinum Collection,Sandra,221.6ø
Waste Of Time,State Of Flow,No Fun At All,241.7ø
Second Best,State Of Flow,No Fun At All,276.8ø
Perfect Sense,State Of Flow,No Fun At All,251.5ø
Not In The Mood,State Of Flow,No Fun At All,260.9ø
FM Vanity,State Of Flow,No Fun At All,238.4ø
ESDS,State Of Flow,No Fun At All,335.5ø
Vahdinvaihto,L,Juice Leskinen,380.8ø
Svartberg,Midnattens Widunder,Finntroll,246.6ø
Svampfest,Midnattens Widunder,Finntroll,123.1ø
Blodnatt,Midnattens Widunder,Finntroll,310.4ø
Bastuvisan,Midnattens Widunder,Finntroll,78.6ø
Beatbox Rocker,Beatbox Rocker,Westbam,224.4ø
Picture Of The Universe,Shadows,Future Prophecy,509.1ø
Nomad In Space,Shadows,Future Prophecy,489.4ø
Final Vision,Shadows,Future Prophecy,475.0ø
Dungeons Of Wonder,Shadows,Future Prophecy,482.5ø
At The Rim Of Chasm (Part 2),Shadows,Future Prophecy,483.7ø
I Dominate U,Best Of Pulsedriver,Pulsedriver,375.5ø
Swiss Colony Beef Log,Mr. Hankey's Christmas Classics,Eric Cartman,136.4ø
O Holy Night,Mr. Hankey's Christmas Classics,Eric Cartman,119.0ø
It's Them,Anticon Label Sampler 1999 - 2004,themselves,201.6ø
You're In A Bubble,Schizophonic,Geri Halliwell,206.2ø
Walk Away,Schizophonic,Geri Halliwell,303.7ø
Sometime,Schizophonic,Geri Halliwell,244.4ø
Someone's Watching Over Me,Schizophonic,Geri Halliwell,253.8ø
Mi Chico Latino,Schizophonic,Geri Halliwell,194.7ø
Look At Me,Schizophonic,Geri Halliwell,271.3ø
Lift Me Up (Metro Edit),Lift Me Up,Geri Halliwell,239.6ø
Lift Me Up (K-Klass Phazerphunk Mix),Lift Me Up,Geri Halliwell,484.3ø
Lift Me Up (Almighty Edit),Lift Me Up,Geri Halliwell,206.2ø
Lift Me Up,Schizophonic,Geri Halliwell,230.2ø
Goodnight Kiss,Schizophonic,Geri Halliwell,277.5ø
G.A.Y.,Mi Chico Latino,Geri Halliwell,202.2ø
Bag It Up,Schizophonic,Geri Halliwell,224.9ø
Big Job,Something's Gotten Hold of My Heart: the Collection,Gene Pitney,130.8ø
Join The Rejects,East End To The West End: Live At The Mean Fiddler,Cockney Rejects,283.9ø
Product Placement (Disinformation Mix),Infotainment?,Pitchshifter,260.6ø
Seeds Of The Ancient Gods,Devil's Path / In The Shades Of Life,Old Man's Child,397.7ø
War Story,No Gods / No Managers,Choking Victim,173.1ø
Money,Crack Rock Steady EP/Squatta's Paradise,Choking Victim,147.2ø
Living The Laws,No Gods / No Managers,Choking Victim,559.8ø
In My Grave,No Gods/No Managers,Choking Victim,168.8ø
In Hell,No Gods/No Managers,Choking Victim,125.3ø
Hate Yer State,No Gods / No Managers,Choking Victim,169.8ø
Fucked Reality,No Gods/No Managers,Choking Victim,148.9ø
Fuck America,No Gods / No Managers,Choking Victim,139.3ø
Crack Rock Steady,No Gods / No Managers,Choking Victim,184.4ø
500 Channels,No Gods / No Managers,Choking Victim,160.0ø
Seid willkommen in Berlin,Der Exzessor,Udo Lindenberg,218.5ø
Cloverleaf Rag,Howlin' At The Moon,Sam Bush,47.5ø
Start Rockin',Start Rockin',Antiloop,232.1ø
Violet,Abrecaminos,El Otro Yo,208.7ø
No Me Importa Morir,Abrecaminos,El Otro Yo,193.7ø
Microcosmos,Abrecaminos,El Otro Yo,288.7ø
La Ola,Abrecaminos,El Otro Yo,161.4ø
Filadelfia,Abrecaminos,El Otro Yo,110.1ø
Ella Se Fue,Abrecaminos,El Otro Yo,216.7ø
El Destino,Abrecaminos,El Otro Yo,231.8ø
Arruncha,Abrecaminos,El Otro Yo,194.5ø
10.000.000,Abrecaminos,El Otro Yo,158.6ø
Tomorrow Never Comes,Afterglow,Dot Allison,269.1ø
Morning Sun,Afterglow,Dot Allison,497.2ø
Mo' Pop,Afterglow,Dot Allison,241.5ø
Message Personnel,Afterglow,Dot Allison,407.7ø
In Winter Still,Afterglow,Dot Allison,220.4ø
I Wanna Feel The Chill,Afterglow,Dot Allison,199.8ø
Did I Imagine You?,Afterglow,Dot Allison,260.1ø
Colour Me,Afterglow,Dot Allison,272.4ø
Close Your Eyes,Afterglow,Dot Allison,245.1ø
Alpha Female,Afterglow,Dot Allison,225.5ø
Synaesthesia,Synaesthesia,The Thrillseekers,239.5ø
Jean De Fleur (Alternate Version) (Rudy Van Gelder 24Bit Mastering) (1999 Digital Remaster),Idle Moments,Grant Green,489.5ø
Out Of Nowhere,Prime Cuts,Shadow Gallery,260.0ø
The Tingler,It Ain't Gonna Be Me,Bolland_ C.J.,185.1ø
Sugar Is Sweeter (Danny Saber Mix),Bolland C.J,C.J. Bolland,337.7ø
It Ain't Gonna Be Me (Interfearence Remix),It Ain't Gonna Be Me,C.J. Bolland,428.0ø
It Ain't Gonna Be Me,It Ain't Gonna Be Me,C.J. Bolland,229.6ø
Desolate 1,It Ain't Gonna Be Me,Bolland_ C.J.,463.9ø
Young Alien Types,Social Dancing,Bis,191.5ø
Shopaholic,Social Dancing,Bis,161.5ø
Action And Drama,Social Dancing,Bis,149.7ø
Midnight In Berkeley Square,Save Our Children,Pharoah Sanders,557.3ø
Far- Off Sand,Save Our Children,Pharoah Sanders,550.4ø
The KGB,Masters Of The Universe,Binary Star,410.9ø
Slang Blade,Masters Of The Universe,Binary Star,157.7ø
Reality Check,Masters Of The Universe,Binary Star,241.3ø
New Hip Hop,Masters Of The Universe,Binary Star,232.9ø
Indy 500,Masters Of The Universe,Binary Star,279.2ø
Honest Expression,Masters Of The Universe,Binary Star,300.2ø
Glen Close,Masters Of The Universe,Binary Star,181.9ø
Fellowship,Masters Of The Universe,Binary Star,341.4ø
Conquistadors,Masters Of The Universe,Binary Star,226.6ø
Binary Shuffle,Masters Of The Universe,Binary Star,221.3ø
You'll Just Never Know,702,702,302.0ø
You Don't Know,702,702,249.0ø
Will You Be OK,702,702,265.0ø
Where My Girls At,702,702,166.7ø
What More Can He Do,702,702,231.6ø
Tell Your Girl,702,702,228.4ø
Make Time,702,702,265.7ø
Gotta Leave,702,702,309.6ø
Don't Go Breaking My Heart,702,702,239.7ø
"7"" (Interlude)",702,702,39.0ø
"2"" (Interlude)",702,702,44.6ø
"0"" (Interlude)",702,702,40.8ø
You'll Always Be Loved (By Me) (LP Version),How Lucky I Am,Bryan White,238.5ø
Winter Wonderland (LP Version),Dreaming Of Christmas,Bryan White,208.6ø
Two In A Million (LP Version),How Lucky I Am,Bryan White,160.1ø
The Stayin' (LP Version),How Lucky I Am,Bryan White,167.6ø
That Good (LP Version),How Lucky I Am,Bryan White,256.0ø
Shari Ann (LP Version),How Lucky I Am,Bryan White,227.8ø
Santa Claus Is Coming To Town (LP Version),Dreaming Of Christmas,Bryan White,153.5ø
One Bright Star (LP Version),Dreaming Of Christmas,Bryan White,205.8ø
Love Me Like You Mean It (LP Version),How Lucky I Am,Bryan White,208.3ø
Love Happens Just Like That (LP Version),How Lucky I Am,Bryan White,166.2ø
I'll Be Home For Christmas (LP Version),Dreaming Of Christmas,Bryan White,171.4ø
I Can't Wait 'Til Christmas (LP Version),Dreaming Of Christmas,Bryan White,240.9ø
How Lucky I Am (LP Version),How Lucky I Am,Bryan White,183.1ø
Holiday Inn (LP Version),Dreaming Of Christmas,Bryan White,223.9ø
Heaven Sent (LP Version),How Lucky I Am,Bryan White,231.8ø
God Gave Me You (Single/LP Version),How Lucky I Am,Bryan White,245.8ø
Everywhere I Turn (LP Version),How Lucky I Am,Bryan White,231.0ø
La Bruja Chafa,El Cazador,Bobby Pulido,182.8ø
Es Que No Puedo,El Cazador,Bobby Pulido,222.4ø
El Cazador,Esto Es Lo Nuestro - 20 Exitos,Bobby Pulido,210.1ø
Cantarle A Ella,Esto Es Lo Nuestro - 20 Exitos,Bobby Pulido,172.5ø
Alma De Metal,El Cazador,Bobby Pulido,216.3ø
Pina,Metro Area,Metro Area,365.6ø
Atmosphrique,Metro Area,Metro Area,392.0ø
Something To Look Forward To,Lido,Clearlake,177.1ø
Baton Rouge,Don Solaris,808 State,348.2ø
Decisiones,SalsaHits 2005,Ruben Blades,325.9ø
Make the Music With Your Mouth Biz,Goin' Off,Biz Markie,296.2ø
Segi_ segi_ segi,Klub ska,Skalariak,272.3ø
Sarrera II,Klub ska,Skalariak,140.4ø
Puto alcohol,Klub ska,Skalariak,146.5ø
Huyes,Klub ska,Skalariak,203.4ø
A buen ritmo,Klub ska,Skalariak,217.4ø
Share The Riches,Chant Down Babylon,Culture,227.9ø
Voy a perder el miedo,Una temporada en el infierno,Fangoria,272.8ø
Cierra los ojos,Una temporada en el infierno,Fangoria,175.9ø
A tu lado,Una temporada en el infierno,Fangoria,206.0ø
What Kind Of Fool,It Takes Two To Tango,The Rat Pack,184.6ø
Feet Don't Fail Me Now,The Trammps' Hold Back The Night,The Trammps,228.5ø
Usar Y Tirar,Sin Enchufe,M-Clan,274.1ø
Setenta Y Nueve,Usar Y Tirar,M-Clan,203.4ø
No Quiero Verte,Usar Y Tirar,M-Clan,237.2ø
La Calma,Usar Y Tirar,M-Clan,288.8ø
Eres Funky,Usar Y Tirar,M-Clan,217.1ø
Chilaba Y Cachimba,Retrovision,M-Clan,263.2ø
Va Bien,Directo,Soziedad Alkoholika,204.7ø
Afrogermanic,Intersteller Fugitives,Underground Resistance,265.9ø
Eu E Ela,Retratos,Natiruts,237.3ø
Swing Sweet Pussycat  (LP Version),Torch This Place,The Atomic Fireballs,189.5ø
Starve A Fever (LP Version),Torch This Place,The Atomic Fireballs,225.9ø
Mata Hari (LP Version),Torch This Place,The Atomic Fireballs,224.3ø
Lover Lies (LP Version),Torch This Place,The Atomic Fireballs,199.3ø
Hit By A Brick (LP Version),Torch This Place,The Atomic Fireballs,249.6ø
Flowers In The Sand (LP Version),Torch This Place,The Atomic Fireballs,164.0ø
Drink Drank Drunk (LP Version),Torch This Place,The Atomic Fireballs,176.9ø
Caviar & Chittlins (LP Version),Torch This Place,The Atomic Fireballs,166.7ø
